,Unnamed: 0,cosine_distance_x,w1,w2,combined_words,C1,C2,S1,S2,Category,V1,V2,S_01,S_02,S_03,S_04,S_05,S_07,S_08,S_09,S_10,S_11,S_12,S_13,S_14,S_16,S_17,S_18,S_19,S_20,S_21,S_22,S_23,S_24,CB_06,CB_08,CB_09,CB_14,CB_15,CB_18,CB_19,CB_22,CB_23,CB_24,CB_25,CB_26,CB_27,CB_28,CB_29,CB_30,CB_31,CB_32,CB_33,CB_34,CB_35,CB_37,CB_38,CB_40,CB_41,AMT_av,cosine_distance_y
852,2472,0.7060319193891053,whimper,squeak,squeak_whimper,Sound,Sound,Sinanim,Sanim,Emission,squeak,whimper,1,3,4,6,3,3,3.0,2,5,3,2,,4,3,6,2,2,4,5,2,1,1,4,2,4.0,4.0,5.0,5.0,5,2,3.0,3.0,2.0,1,2,3.0,3.0,6.0,1,4.0,1.0,7.0,3.0,4.0,3,6.0,6.0,4.052631579,0.30448141164634046
853,2473,0.7743082832920278,whimper,twang,twang_whimper,Sound,Sound,Sinanim,Sanim,Emission,twang,whimper,1,2,3,3,1,2,3.0,1,1,1,2,,4,1,1,1,2,3,2,3,1,1,2,1,1.0,2.0,3.0,4.0,4,1,1.0,1.0,1.0,1,1,3.0,1.0,4.0,1,1.0,1.0,1.0,2.0,1.0,2,1.0,2.0,1.972972973,0.2719178050109352
854,2534,0.6826222307077903,whisper,yelp,whisper_yelp,Sound,Sound,Sanim,Sanim,Emission,whisper,yelp,1,3,3,4,4,1,1.0,2,6,1,6,,5,2,2,2,2,2,2,1,3,1,1,2,1.0,2.0,2.0,5.0,1,1,2.0,2.0,2.0,1,1,3.0,2.0,7.0,1,2.0,1.0,2.0,1.0,1.0,3,1.0,2.0,2.285714286,0.17881799627546224
855,2535,0.7854839177021611,whisper,beep,beep_whisper,Sound,Sound,Sinanim,Sanim,Emission,beep,whisper,1,3,3,3,3,1,1.0,1,1,1,2,,4,1,1,2,2,3,1,1,1,1,1,1,1.0,1.0,2.0,4.0,3,1,1.0,1.0,1.0,1,1,2.0,2.0,4.0,1,3.0,1.0,7.0,1.0,1.0,2,1.0,1.0,1.789473684,0.33460733464276593
856,2536,0.9426820501900718,whisper,boom,boom_whisper,Sound,Sound,Sinanim,Sanim,Emission,boom,whisper,1,4,3,3,4,1,1.0,2,6,1,2,,5,1,1,2,2,2,2,2,1,1,1,2,1.0,2.0,3.0,3.0,2,1,1.0,1.0,1.0,1,1,1.0,1.0,6.0,1,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,0.526331985605452
857,2537,0.8523847162276195,whisper,buzz,buzz_whisper,Sound,Sound,Sinanim,Sanim,Emission,buzz,whisper,1,3,5,3,3,2,2.0,2,2,1,7,,5,2,2,3,4,3,4,2,3,1,3,2,2.0,3.0,2.0,4.0,2,1,1.0,1.0,1.0,6,1,3.0,4.0,4.0,1,4.0,1.0,7.0,2.0,1.0,3,5.0,2.0,2.648648649,0.377225400730559
858,2538,0.8059252597478695,whisper,chime,chime_whisper,Sound,Sound,Sinanim,Sanim,Emission,chime,whisper,1,1,3,3,3,1,2.0,1,1,1,5,,4,2,1,1,2,2,2,1,1,1,2,4,1.0,1.0,3.0,4.0,2,1,1.0,1.0,1.0,1,1,2.0,1.0,4.0,1,1.0,1.0,7.0,1.0,1.0,2,1.0,1.0,1.973684211,0.30556111806224373
859,2539,0.7405738171896787,whisper,clang,clang_whisper,Sound,Sound,Sinanim,Sanim,Emission,clang,whisper,1,2,3,3,2,1,2.0,1,1,1,1,,4,1,1,1,2,2,1,1,1,1,1,1,1.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,1,1,3.0,1.0,4.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.6944444440000002,0.2813912067202117
860,2540,0.7822224914575663,whisper,clank,clank_whisper,Sound,Sound,Sinanim,Sanim,Emission,clank,whisper,1,3,3,2,3,1,1.0,1,1,1,2,,4,1,1,1,2,2,1,2,1,1,1,1,1.0,2.0,1.0,2.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,4.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.8235294119999998,0.29775508751433855
861,2541,0.8767642057243474,whisper,click,click_whisper,Sound,Sound,Sinanim,Sanim,Emission,click,whisper,1,2,3,3,4,1,2.0,1,1,1,2,,3,2,1,1,2,2,2,2,1,1,2,2,1.0,1.0,1.0,4.0,1,1,1.0,1.0,2.0,1,1,2.0,2.0,4.0,1,1.0,2.0,5.0,1.0,1.0,2,2.0,2.0,1.857142857,0.5137670641450467
862,2542,0.8012003901644155,whisper,crackle,crackle_whisper,Sound,Sound,Sinanim,Sanim,Emission,crackle,whisper,1,3,4,3,3,1,2.0,2,1,1,1,,3,1,1,1,3,3,2,2,2,1,3,2,2.0,1.0,2.0,4.0,1,1,3.0,1.0,1.0,1,1,3.0,1.0,4.0,1,2.0,1.0,7.0,1.0,1.0,3,1.0,5.0,2.702702703,0.288739275336489
863,2543,0.8285459294119562,whisper,creak,creak_whisper,Sound,Sound,Sinanim,Sanim,Emission,creak,whisper,1,3,4,2,4,1,2.0,2,1,1,1,,5,2,1,2,3,3,4,2,1,1,2,1,2.0,1.0,3.0,5.0,4,1,1.0,1.0,1.0,1,1,3.0,3.0,4.0,1,1.0,1.0,7.0,1.0,1.0,3,1.0,4.0,2.8055555560000003,0.3840628044709421
864,2544,0.8793918346591353,whisper,crunch,crunch_whisper,Sound,Sound,Sinanim,Sanim,Emission,crunch,whisper,1,3,4,4,1,1,1.0,1,1,1,1,,4,1,1,1,2,3,1,2,1,1,1,1,2.0,1.0,1.0,3.0,2,1,1.0,1.0,1.0,1,1,2.0,2.0,4.0,1,2.0,1.0,4.0,1.0,4.0,2,1.0,1.0,1.918918919,0.44452139041219085
865,2545,0.7605938743778486,whisper,gurgle,gurgle_whisper,Sound,Sound,Sinanim,Sanim,Emission,gurgle,whisper,1,3,4,3,2,1,2.0,2,6,2,2,,4,1,1,2,4,3,4,2,2,1,1,1,3.0,2.0,3.0,4.0,3,2,2.0,1.0,2.0,1,1,4.0,1.0,4.0,1,2.0,1.0,7.0,2.0,4.0,3,1.0,3.0,2.815789474,0.32941494525201465
866,2546,0.7344041363673182,whisper,hiss,hiss_whisper,Sound,Sound,Sinanim,Sanim,Emission,hiss,whisper,2,4,5,5,5,3,4.0,1,6,3,7,,4,2,6,5,5,6,4,3,4,3,6,2,4.0,3.0,4.0,5.0,2,2,3.0,1.0,3.0,1,2,4.0,3.0,4.0,2,6.0,1.0,7.0,4.0,4.0,2,1.0,4.0,3.72972973,0.20242493357334568
867,2547,0.8864519665307334,whisper,sizzle,sizzle_whisper,Sound,Sound,Sinanim,Sanim,Emission,sizzle,whisper,1,3,4,4,3,1,2.0,1,1,1,1,,4,1,1,1,4,2,3,2,1,1,3,2,1.0,1.0,1.0,4.0,1,1,1.0,1.0,1.0,1,1,3.0,3.0,4.0,1,2.0,1.0,4.0,1.0,1.0,1,1.0,5.0,2.135135135,0.3700762485990884
868,2548,0.7395086981943384,whisper,squeak,squeak_whisper,Sound,Sound,Sinanim,Sanim,Emission,squeak,whisper,1,3,5,4,3,1,2.0,1,4,3,2,,4,2,1,3,2,4,3,3,1,1,2,2,3.0,2.0,3.0,5.0,2,2,1.0,2.0,2.0,6,1,1.0,4.0,6.0,2,4.0,1.0,6.0,4.0,1.0,3,4.0,3.0,3.157894737,0.35257785259891383
869,2549,0.7167737905379556,whisper,twang,twang_whisper,Sound,Sound,Sinanim,Sanim,Emission,twang,whisper,1,3,4,3,4,1,2.0,1,1,1,1,,4,2,1,1,2,3,1,2,2,1,1,1,1.0,1.0,1.0,4.0,2,1,1.0,1.0,1.0,1,1,2.0,1.0,4.0,1,1.0,2.0,1.0,1.0,1.0,3,1.0,1.0,2.028571429,0.2756961283542654
870,2610,0.6184424341841301,yelp,beep,beep_yelp,Sound,Sound,Sinanim,Sanim,Emission,beep,yelp,1,2,5,3,3,4,3.0,1,2,1,6,,4,1,1,1,2,5,4,2,1,1,1,1,1.0,2.0,2.0,4.0,4,1,3.0,1.0,1.0,1,1,4.0,2.0,4.0,1,2.0,1.0,7.0,2.0,1.0,1,1.0,4.0,2.894736842,0.23124111694306615
871,2611,0.9007408397432292,yelp,boom,boom_yelp,Sound,Sound,Sinanim,Sanim,Emission,boom,yelp,1,3,5,5,4,5,2.0,2,1,1,5,,4,1,3,1,3,4,4,3,1,1,3,2,1.0,2.0,5.0,4.0,4,1,3.0,3.0,1.0,4,1,4.0,2.0,4.0,1,4.0,2.0,1.0,3.0,1.0,2,1.0,1.0,3.5,0.4616219949725977
872,2612,0.7751703355616293,yelp,buzz,buzz_yelp,Sound,Sound,Sinanim,Sanim,Emission,buzz,yelp,1,2,3,4,4,2,3.0,2,2,1,2,,4,2,1,2,2,4,3,2,1,1,2,1,1.0,1.0,1.0,3.0,3,1,1.0,2.0,1.0,1,1,3.0,3.0,4.0,1,2.0,1.0,1.0,1.0,1.0,2,1.0,4.0,2.605263158,0.28859190693527903
873,2613,0.7091806990707454,yelp,chime,chime_yelp,Sound,Sound,Sinanim,Sanim,Emission,chime,yelp,1,5,4,3,4,1,1.0,2,1,1,1,,4,2,1,1,2,3,2,2,1,1,2,1,1.0,1.0,2.0,4.0,2,1,1.0,1.0,1.0,2,1,5.0,2.0,4.0,1,1.0,1.0,6.0,1.0,1.0,3,1.0,3.0,2.514285714,0.28059584667280235
874,2614,0.6840018624989762,yelp,clang,clang_yelp,Sound,Sound,Sinanim,Sanim,Emission,clang,yelp,2,5,3,5,5,5,2.0,2,1,1,2,,4,1,1,1,2,4,4,2,1,1,1,1,1.0,1.0,2.0,4.0,1,1,1.0,1.0,2.0,1,1,5.0,1.0,1.0,1,5.0,1.0,1.0,2.0,1.0,1,1.0,5.0,2.918918919,0.22297768019176922
875,2615,0.7180999559213166,yelp,clank,clank_yelp,Sound,Sound,Sinanim,Sanim,Emission,clank,yelp,1,4,3,3,3,5,4.0,1,1,1,1,,5,1,1,1,2,3,2,2,1,1,2,1,1.0,1.0,1.0,5.0,3,1,1.0,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0,1,1.0,4.0,2.6571428569999997,0.27573136625394046
876,2616,0.8010647118644983,yelp,click,click_yelp,Sound,Sound,Sinanim,Sanim,Emission,click,yelp,1,3,2,3,5,4,2.0,1,1,1,1,,3,1,1,1,2,2,3,1,1,1,2,1,1.0,1.0,1.0,3.0,2,1,1.0,1.0,1.0,1,1,3.0,1.0,4.0,1,1.0,1.0,4.0,1.0,1.0,2,1.0,2.0,2.108108108,0.48058208977253103
877,2617,0.7519899210973936,yelp,crackle,crackle_yelp,Sound,Sound,Sinanim,Sanim,Emission,crackle,yelp,1,3,4,4,3,1,2.0,1,1,1,1,,4,2,1,1,2,2,1,2,1,1,1,1,1.0,1.0,3.0,4.0,3,1,1.0,1.0,1.0,1,1,5.0,5.0,4.0,1,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.513513514,0.17722578150947454
878,2618,0.7019032870975035,yelp,creak,creak_yelp,Sound,Sound,Sinanim,Sanim,Emission,creak,yelp,1,2,4,4,3,3,3.0,2,1,5,1,,5,1,1,1,2,3,4,1,1,2,1,2,1.0,2.0,5.0,4.0,2,1,1.0,1.0,1.0,1,1,2.0,1.0,4.0,1,1.0,2.0,7.0,2.0,1.0,3,1.0,5.0,2.216216216,0.28689451504782704
879,2619,0.9032412738045734,yelp,crunch,crunch_yelp,Sound,Sound,Sinanim,Sanim,Emission,crunch,yelp,1,3,3,3,3,4,2.0,1,1,1,2,,5,1,1,1,1,2,2,2,1,1,1,1,2.0,1.0,1.0,3.0,1,1,1.0,1.0,1.0,2,1,3.0,3.0,4.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,4.0,1.864864865,0.4169527653891161
880,2620,0.6845502765718852,yelp,gurgle,gurgle_yelp,Sound,Sound,Sinanim,Sanim,Emission,gurgle,yelp,1,4,3,4,3,4,2.0,2,6,1,7,,5,2,1,1,2,3,1,3,1,1,1,1,2.0,3.0,5.0,2.0,2,1,3.0,1.0,1.0,5,1,4.0,1.0,6.0,1,2.0,1.0,4.0,1.0,4.0,3,1.0,2.0,2.842105263,0.21141905615185808
881,2621,0.6531130180918656,yelp,hiss,hiss_yelp,Sound,Sound,Sinanim,Sanim,Emission,hiss,yelp,1,3,3,3,5,1,3.0,2,2,1,6,,4,2,1,3,2,2,2,3,2,1,2,2,1.0,1.0,5.0,5.0,3,1,2.0,1.0,2.0,1,1,4.0,4.0,4.0,1,3.0,2.0,6.0,3.0,1.0,1,1.0,3.0,2.973684211,0.128909627661577
882,2622,0.7831465534697181,yelp,sizzle,sizzle_yelp,Sound,Sound,Sinanim,Sanim,Emission,sizzle,yelp,1,3,3,3,3,1,1.0,1,1,1,1,,3,1,1,2,2,1,1,3,1,1,1,2,1.0,1.0,1.0,2.0,1,1,1.0,1.0,2.0,1,1,4.0,5.0,4.0,1,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.054054054,0.27111846490947733
883,2623,0.7112022740930095,yelp,squeak,squeak_yelp,Sound,Sound,Sinanim,Sanim,Emission,squeak,yelp,2,4,4,3,4,6,4.0,1,6,4,3,,5,3,1,4,5,5,4,2,1,5,4,4,4.0,2.0,1.0,6.0,5,2,3.0,4.0,3.0,1,3,5.0,4.0,7.0,1,5.0,4.0,7.0,3.0,4.0,3,4.0,5.0,4.184210526,0.34877338787035805
884,2624,0.7766645506729064,yelp,twang,twang_yelp,Sound,Sound,Sinanim,Sanim,Emission,twang,yelp,1,3,4,4,3,6,2.0,1,1,1,4,,3,2,1,2,2,3,5,2,1,1,2,2,1.0,1.0,2.0,5.0,4,1,1.0,1.0,2.0,1,1,5.0,1.0,4.0,1,2.0,4.0,7.0,1.0,1.0,2,1.0,3.0,2.4324324319999997,0.2438239173380613
885,2685,0.7987788618393614,beep,boom,beep_boom,Sound,Sound,Sinanim,Sinanim,Emission,beep,boom,1,3,4,4,5,5,2.0,1,6,1,2,,5,1,1,2,2,6,2,2,1,1,2,2,2.0,2.0,2.0,4.0,3,1,1.0,1.0,2.0,1,1,2.0,4.0,5.0,1,2.0,1.0,1.0,1.0,1.0,3,1.0,2.0,2.794871795,0.4042079782523792
886,2686,0.7838963220677861,beep,buzz,beep_buzz,Sound,Sound,Sinanim,Sinanim,Emission,beep,buzz,1,4,3,7,5,1,3.0,2,6,1,7,,5,2,2,3,4,6,4,2,4,1,4,2,3.0,2.0,4.0,5.0,4,1,1.0,1.0,3.0,1,1,2.0,5.0,7.0,1,4.0,7.0,1.0,5.0,1.0,4,6.0,3.0,3.75,0.3351228582387814
887,2687,0.7465291732719943,beep,chime,beep_chime,Sound,Sound,Sinanim,Sinanim,Emission,beep,chime,1,3,5,4,5,1,2.0,2,3,1,6,,5,3,1,3,3,4,3,2,5,1,5,2,3.0,1.0,3.0,4.0,4,3,3.0,2.0,3.0,1,1,5.0,4.0,5.0,1,4.0,2.0,4.0,5.0,4.0,3,1.0,5.0,3.923076923,0.26504549919231035
888,2688,0.7339501252502663,beep,clang,beep_clang,Sound,Sound,Sinanim,Sinanim,Emission,beep,clang,1,4,3,4,4,5,3.0,2,4,1,4,,5,2,1,1,2,4,3,2,1,1,4,1,1.0,2.0,1.0,4.0,2,1,1.0,1.0,1.0,1,1,3.0,2.0,5.0,1,4.0,1.0,1.0,4.0,4.0,2,1.0,3.0,2.75,0.2995686121935355
889,2689,0.7929039948156298,beep,clank,beep_clank,Sound,Sound,Sinanim,Sinanim,Emission,beep,clank,1,3,4,3,4,5,2.0,1,3,1,5,,5,2,6,1,2,5,4,2,1,1,4,1,1.0,1.0,2.0,5.0,4,1,1.0,1.0,2.0,1,2,4.0,1.0,5.0,1,3.0,1.0,1.0,5.0,1.0,3,1.0,3.0,2.35,0.3257979780079231
890,2690,0.7968763792182622,beep,click,beep_click,Sound,Sound,Sinanim,Sinanim,Emission,beep,click,1,3,5,4,4,4,2.0,2,7,1,3,,5,1,3,2,3,3,4,2,4,1,3,1,2.0,3.0,1.0,5.0,4,1,2.0,2.0,3.0,1,1,2.0,5.0,6.0,1,2.0,1.0,1.0,4.0,1.0,2,2.0,4.0,3.282051282,0.38265728452531556
891,2691,0.7442805311659915,beep,crackle,beep_crackle,Sound,Sound,Sinanim,Sinanim,Emission,beep,crackle,1,4,2,4,2,4,2.0,1,1,1,3,,5,1,1,1,2,2,2,2,2,1,2,1,2.0,1.0,1.0,3.0,4,1,1.0,1.0,2.0,1,1,3.0,2.0,5.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,4.0,2.1,0.2016526810562378
892,2692,0.790844637805808,beep,creak,beep_creak,Sound,Sound,Sinanim,Sinanim,Emission,beep,creak,2,3,3,4,4,1,3.0,2,6,1,3,,5,2,1,5,3,2,4,2,1,1,1,1,1.0,1.0,3.0,5.0,4,1,1.0,1.0,2.0,1,1,4.0,1.0,6.0,2,2.0,2.0,7.0,2.0,1.0,3,1.0,1.0,2.275,0.36514920391904393
893,2693,0.8646539113572584,beep,crunch,beep_crunch,Sound,Sound,Sinanim,Sinanim,Emission,beep,crunch,1,2,2,4,4,3,2.0,1,1,1,1,,5,1,1,1,2,3,1,2,1,1,2,1,1.0,1.0,1.0,4.0,3,1,1.0,1.0,1.0,1,1,1.0,2.0,5.0,1,2.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.358974359,0.4298367863498974
894,2694,0.7297670644004788,beep,gurgle,beep_gurgle,Sound,Sound,Sinanim,Sinanim,Emission,beep,gurgle,2,3,4,3,5,1,1.0,1,1,1,2,,4,2,1,1,2,3,2,2,1,1,2,1,1.0,1.0,1.0,3.0,4,1,1.0,1.0,1.0,1,1,3.0,1.0,5.0,1,2.0,1.0,1.0,1.0,1.0,3,1.0,2.0,1.825,0.3480286852038452
895,2695,0.6411370510197936,beep,hiss,beep_hiss,Sound,Sound,Sinanim,Sinanim,Emission,beep,hiss,1,3,3,3,4,1,3.0,1,1,1,5,,5,2,2,1,2,3,2,2,1,1,1,1,3.0,1.0,1.0,4.0,2,1,1.0,1.0,2.0,1,1,3.0,4.0,6.0,1,2.0,1.0,1.0,2.0,1.0,3,1.0,2.0,2.666666667,0.23780696175837568
896,2696,0.7792455428783023,beep,sizzle,beep_sizzle,Sound,Sound,Sinanim,Sinanim,Emission,beep,sizzle,1,3,3,3,2,3,3.0,1,1,1,5,,2,2,1,1,2,2,1,2,1,1,2,1,1.0,1.0,2.0,3.0,1,1,1.0,1.0,1.0,1,1,3.0,2.0,5.0,1,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,1.675,0.31745134637785954
897,2697,0.7408927081123321,beep,squeak,beep_squeak,Sound,Sound,Sinanim,Sinanim,Emission,beep,squeak,1,4,3,4,2,5,3.0,1,1,1,6,,5,1,1,2,5,5,5,2,1,1,4,3,2.0,1.0,3.0,6.0,5,1,4.0,1.0,3.0,1,1,5.0,4.0,5.0,3,4.0,1.0,7.0,5.0,4.0,2,1.0,6.0,3.15,0.4025821645707197
898,2698,0.786799328231675,beep,twang,beep_twang,Sound,Sound,Sinanim,Sinanim,Emission,beep,twang,1,2,3,3,1,1,1.0,1,1,1,1,,5,2,2,1,2,3,5,2,1,1,4,1,2.0,2.0,3.0,5.0,4,1,3.0,1.0,2.0,1,1,4.0,1.0,5.0,1,2.0,2.0,1.0,2.0,1.0,2,1.0,2.0,2.6842105259999998,0.3244241216778686
899,2759,0.7671859176808639,boom,buzz,boom_buzz,Sound,Sound,Sinanim,Sinanim,Emission,boom,buzz,1,4,3,4,5,3,2.0,2,1,1,1,,4,1,1,2,2,4,2,2,1,2,2,2,1.0,2.0,3.0,5.0,4,1,1.0,1.0,2.0,1,1,3.0,1.0,6.0,1,2.0,4.0,1.0,5.0,1.0,3,1.0,1.0,2.921052632,0.35167756365752
900,2760,0.8958669365835062,boom,chime,boom_chime,Sound,Sound,Sinanim,Sinanim,Emission,boom,chime,2,5,3,4,1,4,2.0,2,2,1,1,,5,1,1,2,4,4,2,2,4,1,3,3,2.0,2.0,6.0,5.0,2,1,1.0,2.0,1.0,1,1,4.0,7.0,1.0,1,1.0,1.0,1.0,2.0,1.0,2,1.0,3.0,2.475,0.4450903224418
901,2761,0.8132616124237974,boom,clang,boom_clang,Sound,Sound,Sinanim,Sinanim,Emission,boom,clang,1,5,5,4,4,5,3.0,2,5,5,3,,5,1,7,2,4,5,4,2,5,1,1,4,3.0,3.0,5.0,6.0,4,1,4.0,2.0,2.0,4,3,4.0,7.0,6.0,1,1.0,1.0,6.0,1.0,1.0,4,4.0,5.0,4.025,0.4740202028374776
902,2762,0.8254199845817148,boom,clank,boom_clank,Sound,Sound,Sinanim,Sinanim,Emission,boom,clank,1,5,4,3,5,5,2.0,4,5,3,1,,5,1,7,2,2,3,2,2,1,1,1,1,3.0,3.0,3.0,5.0,4,1,6.0,2.0,2.0,1,1,2.0,5.0,5.0,2,3.0,1.0,7.0,4.0,1.0,1,1.0,5.0,3.4871794869999997,0.41780429767568705
903,2763,0.9227678776043944,boom,click,boom_click,Sound,Sound,Sinanim,Sinanim,Emission,boom,click,1,2,3,3,3,1,2.0,1,1,1,2,,4,1,1,3,2,4,1,2,1,1,2,1,1.0,2.0,2.0,3.0,6,1,1.0,1.0,1.0,6,1,1.0,4.0,6.0,2,1.0,1.0,1.0,2.0,1.0,3,1.0,2.0,2.5526315790000003,0.6100479411353389
904,2764,0.7906751320568737,boom,crackle,boom_crackle,Sound,Sound,Sinanim,Sinanim,Emission,boom,crackle,1,4,4,4,6,4,1.0,1,1,3,2,,4,1,1,1,3,3,1,3,1,1,1,2,1.0,2.0,3.0,4.0,5,1,1.0,1.0,3.0,1,3,3.0,5.0,6.0,1,2.0,1.0,1.0,1.0,1.0,3,1.0,2.0,2.95,0.38067714756383597
905,2765,0.8697246231443617,boom,creak,boom_creak,Sound,Sound,Sinanim,Sinanim,Emission,boom,creak,1,4,3,4,3,2,3.0,1,3,1,1,,6,1,1,2,2,2,1,2,2,1,2,2,1.0,2.0,3.0,4.0,1,1,1.0,1.0,2.0,1,1,3.0,2.0,5.0,1,1.0,2.0,1.0,1.0,1.0,3,1.0,2.0,2.461538462,0.4119664430401794
906,2766,0.7769959222212138,boom,crunch,boom_crunch,Sound,Sound,Sinanim,Sinanim,Emission,boom,crunch,1,3,3,1,2,3,2.0,1,1,1,1,,5,1,2,1,2,3,1,1,1,1,1,1,1.0,2.0,1.0,4.0,5,1,1.0,1.0,1.0,1,1,1.0,1.0,5.0,1,2.0,1.0,1.0,1.0,1.0,2,1.0,5.0,2.666666667,0.4018708419367074
907,2767,0.8263784356033992,boom,gurgle,boom_gurgle,Sound,Sound,Sinanim,Sinanim,Emission,boom,gurgle,1,3,3,4,5,1,3.0,1,2,1,1,,5,1,2,1,2,3,1,2,1,1,1,2,2.0,1.0,2.0,3.0,1,1,1.0,1.0,1.0,1,1,3.0,1.0,5.0,1,2.0,1.0,1.0,1.0,,3,1.0,1.0,1.85,0.3900966956963795
908,2768,0.8655628562506169,boom,hiss,boom_hiss,Sound,Sound,Sinanim,Sinanim,Emission,boom,hiss,1,3,3,1,4,1,2.0,1,1,1,7,,5,2,1,2,2,4,1,2,1,1,1,1,3.0,2.0,4.0,4.0,5,1,1.0,1.0,2.0,1,1,3.0,1.0,5.0,1,2.0,1.0,1.0,1.0,1.0,3,1.0,1.0,2.275,0.4436488925057216
909,2769,0.8598051329444334,boom,sizzle,boom_sizzle,Sound,Sound,Sinanim,Sinanim,Emission,boom,sizzle,1,3,2,1,4,5,2.0,1,1,1,1,,3,1,6,1,2,2,1,3,1,1,3,1,2.0,1.0,2.0,4.0,3,1,1.0,1.0,2.0,1,1,3.0,4.0,5.0,1,1.0,1.0,7.0,1.0,1.0,3,1.0,1.0,2.975,0.3554953111085699
910,2770,0.8985185176890156,boom,squeak,boom_squeak,Sound,Sound,Sinanim,Sinanim,Emission,boom,squeak,2,4,3,4,3,1,3.0,2,6,1,4,,4,1,2,3,2,4,2,2,1,1,1,1,2.0,2.0,3.0,2.0,1,1,1.0,1.0,2.0,1,1,3.0,2.0,4.0,1,2.0,1.0,1.0,2.0,1.0,3,1.0,1.0,2.351351351,0.47813105681426316
911,2771,0.9602881670972232,boom,twang,boom_twang,Sound,Sound,Sinanim,Sinanim,Emission,boom,twang,1,4,3,2,2,4,3.0,1,1,1,2,,4,1,2,1,2,5,3,2,1,1,1,2,1.0,3.0,1.0,5.0,2,1,6.0,1.0,2.0,1,1,2.0,1.0,5.0,1,3.0,1.0,1.0,1.0,1.0,3,1.0,4.0,2.45,0.4854325093800539
912,2832,0.9011416251433028,buzz,chime,buzz_chime,Sound,Sound,Sinanim,Sinanim,Emission,buzz,chime,1,2,2,5,5,3,2.0,1,6,3,3,,5,1,2,1,3,4,2,2,5,1,3,2,3.0,2.0,4.0,6.0,4,1,1.0,1.0,2.0,1,1,4.0,5.0,5.0,1,2.0,1.0,5.0,2.0,7.0,4,1.0,3.0,2.9,0.352028690325071
913,2833,0.7301299405523181,buzz,clang,buzz_clang,Sound,Sound,Sinanim,Sinanim,Emission,buzz,clang,1,2,3,4,5,1,3.0,1,5,1,6,,5,2,1,1,2,4,2,2,2,1,3,1,2.0,2.0,3.0,4.0,4,1,1.0,1.0,3.0,1,1,3.0,2.0,6.0,1,1.0,1.0,1.0,1.0,4.0,2,1.0,3.0,2.473684211,0.3773734792125051
914,2834,0.7887766747575751,buzz,clank,buzz_clank,Sound,Sound,Sinanim,Sinanim,Emission,buzz,clank,1,3,4,4,2,2,3.0,1,2,1,1,,5,1,7,2,2,4,1,2,1,1,4,1,1.0,2.0,1.0,5.0,4,1,1.0,1.0,2.0,1,1,2.0,1.0,5.0,1,2.0,1.0,1.0,2.0,1.0,2,1.0,3.0,2.666666667,0.36536567510250384
915,2835,0.851867622994369,buzz,click,buzz_click,Sound,Sound,Sinanim,Sinanim,Emission,buzz,click,1,4,4,5,2,3,4.0,1,5,1,1,,5,2,2,1,3,4,2,1,1,1,2,2,2.0,1.0,2.0,5.0,4,1,1.0,1.0,1.0,1,1,2.0,3.0,6.0,1,2.0,2.0,1.0,3.0,1.0,4,1.0,2.0,3.0,0.482741003891353
916,2836,0.7456905707251653,buzz,crackle,buzz_crackle,Sound,Sound,Sinanim,Sinanim,Emission,buzz,crackle,1,3,5,6,5,5,3.0,1,6,3,2,,5,1,5,2,4,6,3,3,4,1,2,2,2.0,2.0,3.0,5.0,5,1,3.0,1.0,2.0,1,1,4.0,2.0,6.0,1,5.0,2.0,2.0,2.0,4.0,1,1.0,4.0,2.875,0.29316557073602434
917,2837,0.7766614975287326,buzz,creak,buzz_creak,Sound,Sound,Sinanim,Sinanim,Emission,buzz,creak,1,4,4,5,3,1,3.0,1,1,1,1,,5,1,1,1,2,3,2,2,1,1,1,2,1.0,2.0,1.0,5.0,4,1,1.0,1.0,1.0,1,1,3.0,3.0,5.0,1,2.0,1.0,5.0,1.0,1.0,4,1.0,4.0,2.6216216219999997,0.4021009905641728
918,2838,0.8851776005310322,buzz,crunch,buzz_crunch,Sound,Sound,Sinanim,Sinanim,Emission,buzz,crunch,1,2,3,4,4,1,3.0,1,1,1,1,,4,1,1,2,2,4,1,2,1,1,1,1,2.0,1.0,1.0,4.0,4,1,1.0,1.0,1.0,1,1,1.0,2.0,5.0,1,1.0,1.0,6.0,1.0,1.0,3,1.0,3.0,2.025,0.4291072106851169
