,Unnamed: 0,cosine_distance_x,w1,w2,combined_words,C1,C2,S1,S2,Category,V1,V2,S_01,S_02,S_03,S_04,S_05,S_07,S_08,S_09,S_10,S_11,S_12,S_13,S_14,S_16,S_17,S_18,S_19,S_20,S_21,S_22,S_23,S_24,CB_06,CB_08,CB_09,CB_14,CB_15,CB_18,CB_19,CB_22,CB_23,CB_24,CB_25,CB_26,CB_27,CB_28,CB_29,CB_30,CB_31,CB_32,CB_33,CB_34,CB_35,CB_37,CB_38,CB_40,CB_41,AMT_av,cosine_distance_y
1791,5224,0.8654651933514182,peek,scrape,peek_scrape,Sight,Touch,Sight,Touch,Perception,peek,scrape,1,1,1,5,6,1,4.0,1,1,1,1,1.0,4,1,1,1,1,1,3,2,1,1,1,1,1.0,1.0,1.0,4.0,1,1,,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2,1.0,5.0,1.434782609,0.49640392422376556
1792,5225,0.9500435300557544,peek,stroke,peek_stroke,Sight,Touch,Sight,Touch,Perception,peek,stroke,1,1,1,2,4,1,3.0,1,1,1,1,1.0,5,1,1,1,1,1,1,2,1,1,1,1,2.0,1.0,1.0,2.0,1,1,,1.0,1.0,1,1,2.0,1.0,2.0,1,2.0,1.0,1.0,1.0,1.0,2,1.0,4.0,1.548387097,0.48340570077589695
1793,5226,0.8276092362291096,peek,tap,peek_tap,Sight,Touch,Sight,Touch,Perception,peek,tap,1,1,1,1,5,4,5.0,1,1,1,1,1.0,4,1,1,1,1,2,1,1,1,1,2,1,1.0,2.0,1.0,3.0,1,1,,1.0,1.0,1,1,2.0,1.0,1.0,1,2.0,1.0,7.0,1.0,1.0,1,1.0,7.0,2.04,0.38918015407286155
1794,5227,0.781945455280941,peek,tickle,peek_tickle,Sight,Touch,Sight,Touch,Perception,peek,tickle,1,1,1,1,3,2,1.0,1,1,1,1,1.0,2,1,1,1,1,1,2,2,1,1,1,1,2.0,1.0,1.0,4.0,1,1,,1.0,,1,1,1.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,1.0,1.607142857,0.4238323874547637
1795,5228,0.8732660724494029,peek,touch,peek_touch,Sight,Touch,Sight,Touch,Perception,peek,touch,1,1,1,2,5,1,3.0,1,1,1,1,1.0,4,1,2,1,1,4,1,2,1,1,2,1,1.0,2.0,2.0,6.0,1,4,,2.0,2.0,1,1,2.0,1.0,5.0,1,3.0,1.0,7.0,1.0,1.0,1,1.0,5.0,1.4074074069999998,0.5060085642546504
1796,5229,0.9347125111859343,peer,scan,peer_scan,Sight,Sight,Sight,Sight,Perception,peer,scan,5,5,4,7,4,2,5.0,4,2,3,1,2.0,6,4,1,1,5,4,4,5,5,2,4,3,3.0,3.0,4.0,5.0,4,4,,2.0,4.0,5,3,5.0,1.0,6.0,3,4.0,4.0,1.0,5.0,4.0,3,2.0,2.0,4.185185185,0.5652098119996655
1797,5230,0.8173666322124047,peer,see,peer_see,Sight,Sight,Sight,Sight,Perception,peer,see,5,5,4,5,7,3,2.0,7,6,6,5,1.0,6,6,3,4,6,7,6,2,6,3,5,4,2.0,6.0,7.0,6.0,4,6,,4.0,5.0,5,5,5.0,5.0,6.0,6,4.0,7.0,4.0,6.0,7.0,4,3.0,6.0,5.0,0.5544118487486335
1798,5231,0.9639283706582309,peer,spot,peer_spot,Sight,Sight,Sight,Sight,Perception,peer,spot,3,3,4,1,5,4,1.0,4,5,6,1,4.0,6,3,6,5,2,6,4,2,5,1,4,2,2.0,4.0,7.0,4.0,3,3,,2.0,2.0,6,2,4.0,2.0,6.0,2,2.0,6.0,1.0,7.0,7.0,3,2.0,3.0,3.7,0.6337686525197762
1799,5232,0.8184960555203775,peer,stare,peer_stare,Sight,Sight,Sight,Sight,Perception,peer,stare,1,7,7,1,5,5,4.0,6,6,2,3,2.0,6,5,1,5,6,5,6,2,3,3,4,3,3.0,6.0,7.0,6.0,5,1,,6.0,5.0,1,6,7.0,4.0,7.0,6,4.0,6.0,7.0,4.0,3.0,3,1.0,6.0,4.423076923,0.444884529025686
1800,5233,0.8845553024102729,peer,view,peer_view,Sight,Sight,Sight,Sight,Perception,peer,view,5,7,4,6,5,5,1.0,7,6,3,3,2.0,6,5,2,3,4,5,5,4,3,6,5,7,4.0,2.0,5.0,6.0,4,5,,4.0,6.0,1,3,6.0,2.0,7.0,5,3.0,3.0,5.0,6.0,7.0,3,2.0,5.0,4.285714286,0.5554480171729395
1801,5234,0.9805859169746648,peer,watch,peer_watch,Sight,Sight,Sight,Sight,Perception,peer,watch,5,7,5,5,6,6,5.0,4,6,4,1,4.0,6,1,6,1,4,6,5,4,3,3,4,3,5.0,6.0,5.0,6.0,3,5,,4.0,6.0,1,4,5.0,3.0,6.0,6,5.0,7.0,7.0,7.0,7.0,4,2.0,7.0,5.346153846,0.5777819601223597
1802,5235,0.9489967969188242,peer,caress,caress_peer,Touch,Sight,Touch,Sight,Perception,caress,peer,1,1,2,5,3,2,2.0,1,1,1,1,1.0,4,1,1,1,2,1,2,1,1,1,1,1,1.0,1.0,1.0,5.0,1,1,,1.0,1.0,1,1,3.0,1.0,1.0,1,3.0,1.0,7.0,1.0,1.0,3,1.0,6.0,1.678571429,0.5395935697960306
1803,5236,0.9777110293209392,peer,dab,dab_peer,Touch,Sight,Touch,Sight,Perception,dab,peer,1,1,1,2,1,1,1.0,1,1,1,5,1.0,3,1,1,1,1,2,2,2,1,1,1,1,1.0,1.0,1.0,5.0,1,1,,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,2.0,3.0,1.0,1.0,1,1.0,1.0,1.37037037,0.5657764811414998
1804,5237,0.8628445397106678,peer,feel,feel_peer,Touch,Sight,Touch,Sight,Perception,feel,peer,1,1,3,1,2,2,2.0,1,1,1,1,1.0,5,1,1,1,1,1,3,2,1,1,2,1,2.0,1.0,1.0,3.0,1,1,,2.0,1.0,1,2,3.0,3.0,4.0,1,2.0,1.0,7.0,1.0,1.0,1,1.0,6.0,1.846153846,0.5393103006889661
1805,5238,0.9165846176898936,peer,grip,grip_peer,Touch,Sight,Touch,Sight,Perception,grip,peer,1,1,2,5,1,3,2.0,1,1,1,1,1.0,4,1,1,1,1,1,2,1,1,1,2,1,1.0,1.0,1.0,4.0,1,1,,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,7.0,1.785714286,0.5532817562115262
1806,5239,0.8820234459301428,peer,nudge,nudge_peer,Touch,Sight,Touch,Sight,Perception,nudge,peer,1,1,1,1,3,2,2.0,1,1,1,1,1.0,3,1,1,1,1,2,2,1,1,1,1,2,2.0,1.0,1.0,4.0,1,1,,1.0,1.0,1,1,2.0,1.0,1.0,1,4.0,1.0,1.0,1.0,1.0,2,2.0,1.0,1.615384615,0.4772719357094324
1807,5240,0.8828482318907847,peer,pat,pat_peer,Touch,Sight,Touch,Sight,Perception,pat,peer,1,1,1,1,5,2,1.0,3,1,1,3,2.0,4,1,1,1,1,2,1,2,1,1,1,1,1.0,1.0,1.0,5.0,1,1,,1.0,1.0,1,1,2.0,2.0,1.0,1,2.0,1.0,1.0,2.0,1.0,1,1.0,2.0,1.4,0.5894316856648935
1808,5241,0.8438708121638677,peer,pet,peer_pet,Sight,Touch,Sight,Touch,Perception,peer,pet,1,1,1,1,4,1,5.0,1,1,1,1,1.0,2,1,2,1,1,1,1,1,2,1,2,1,1.0,1.0,1.0,4.0,1,1,,1.0,1.0,1,1,2.0,1.0,1.0,1,3.0,1.0,7.0,1.0,1.0,1,1.0,3.0,1.4230769230000002,0.6233777988138575
1809,5242,0.9146216749205174,peer,pinch,peer_pinch,Sight,Touch,Sight,Touch,Perception,peer,pinch,1,1,1,1,4,1,1.0,1,1,1,1,1.0,3,1,1,1,1,1,1,2,1,1,1,1,1.0,1.0,1.0,4.0,1,1,,1.0,1.0,1,1,1.0,1.0,1.0,1,2.0,1.0,7.0,1.0,1.0,1,1.0,5.0,1.466666667,0.7210623613174193
1810,5243,0.8758851778251185,peer,prod,peer_prod,Sight,Touch,Sight,Touch,Perception,peer,prod,2,5,1,1,2,2,3.0,1,3,1,1,1.0,5,1,1,1,1,2,3,2,3,1,2,1,1.0,1.0,2.0,4.0,3,1,,1.0,1.0,1,1,3.0,2.0,1.0,1,5.0,5.0,7.0,1.0,1.0,1,1.0,3.0,1.7777777780000001,0.51440556100912
1811,5244,0.9158448322889652,peer,rub,peer_rub,Sight,Touch,Sight,Touch,Perception,peer,rub,1,1,1,2,5,2,3.0,1,1,1,1,1.0,3,1,1,1,1,2,3,2,1,1,2,1,1.0,1.0,1.0,3.0,1,1,,1.0,1.0,3,1,3.0,1.0,1.0,1,2.0,1.0,7.0,1.0,7.0,2,1.0,7.0,1.5925925930000002,0.6214512294579708
1812,5245,1.0314621350209996,peer,scrape,peer_scrape,Sight,Touch,Sight,Touch,Perception,peer,scrape,1,1,1,4,1,3,3.0,1,1,1,1,1.0,2,1,1,1,1,3,1,1,1,1,1,1,1.0,1.0,1.0,3.0,1,1,,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,5.0,1.32,0.603715457858472
1813,5246,0.983328609433006,peer,stroke,peer_stroke,Sight,Touch,Sight,Touch,Perception,peer,stroke,1,1,1,1,2,2,4.0,1,1,1,1,1.0,4,1,1,1,1,2,2,2,1,1,2,1,1.0,1.0,1.0,4.0,1,1,,1.0,1.0,1,1,2.0,1.0,1.0,1,1.0,1.0,4.0,1.0,1.0,1,1.0,7.0,1.6333333330000002,0.5375426784351847
1814,5247,0.8760124308868977,peer,tap,peer_tap,Sight,Touch,Sight,Touch,Perception,peer,tap,1,1,1,2,5,2,2.0,1,2,1,1,1.0,5,1,1,1,1,1,1,1,1,1,1,2,1.0,1.0,1.0,3.0,1,1,,1.0,1.0,1,1,2.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1.0,2,1.0,2.0,1.740740741,0.47018153283014885
1815,5248,0.8885032033023331,peer,tickle,peer_tickle,Sight,Touch,Sight,Touch,Perception,peer,tickle,1,1,1,1,4,1,1.0,1,1,1,1,1.0,2,1,1,1,1,1,1,1,1,1,2,1,1.0,1.0,1.0,4.0,1,1,,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,7.0,2.0,1.0,1,1.0,1.0,1.333333333,0.5244796053170762
1816,5249,0.9757933375130629,peer,touch,peer_touch,Sight,Touch,Sight,Touch,Perception,peer,touch,2,2,4,4,4,2,1.0,1,1,1,1,1.0,5,1,1,1,1,1,3,1,1,2,2,2,2.0,3.0,1.0,5.0,1,3,,1.0,1.0,1,1,4.0,2.0,4.0,1,6.0,1.0,1.0,1.0,1.0,2,,6.0,1.615384615,0.5712091223542245
1817,5250,0.8806143340758243,scan,see,scan_see,Sight,Sight,Sight,Sight,Perception,scan,see,6,6,4,5,3,4,3.0,7,5,6,1,7.0,6,5,7,1,5,5,5,3,5,3,4,2,2.0,6.0,6.0,6.0,4,1,,4.0,4.0,5,5,4.0,5.0,5.0,6,5.0,4.0,7.0,,7.0,4,6.0,4.0,4.928571429,0.3788173882000405
1818,5251,0.9921552234714592,scan,spot,scan_spot,Sight,Sight,Sight,Sight,Perception,scan,spot,3,4,5,5,5,1,4.0,2,4,4,1,4.0,6,2,3,5,4,5,4,2,3,3,4,2,2.0,4.0,6.0,5.0,5,5,,3.0,3.0,5,3,3.0,3.0,5.0,1,1.0,6.0,7.0,5.0,4.0,4,2.0,3.0,4.038461538,0.38513495420028976
1819,5252,0.8228862773455135,scan,stare,scan_stare,Sight,Sight,Sight,Sight,Perception,scan,stare,4,4,5,6,5,4,3.0,6,4,4,1,2.0,6,2,6,3,2,5,5,3,2,1,2,4,3.0,3.0,5.0,5.0,3,4,,1.0,4.0,6,3,3.0,3.0,6.0,4,4.0,3.0,1.0,4.0,7.0,4,3.0,5.0,3.222222222,0.47998629516966285
1820,5253,0.8887183857383534,scan,view,scan_view,Sight,Sight,Sight,Sight,Perception,scan,view,5,7,6,5,5,5,3.0,5,6,3,2,2.0,6,6,6,4,4,6,5,5,6,3,4,3,3.0,3.0,7.0,7.0,4,5,,6.0,4.0,6,4,4.0,3.0,7.0,6,3.0,4.0,6.0,7.0,4.0,3,5.0,6.0,4.741935484,0.2961462314947758
1821,5254,0.8205657453562327,scan,watch,scan_watch,Sight,Sight,Sight,Sight,Perception,scan,watch,2,6,4,5,5,4,4.0,5,5,5,4,4.0,6,2,7,6,3,5,5,3,4,2,5,2,4.0,7.0,7.0,6.0,3,6,,3.0,4.0,5,1,4.0,5.0,6.0,5,4.0,5.0,3.0,4.0,7.0,4,3.0,5.0,4.56,0.361967528389014
1822,5255,0.8594081614854122,scan,caress,caress_scan,Touch,Sight,Touch,Sight,Perception,caress,scan,3,4,2,6,3,1,2.0,1,1,1,1,1.0,4,1,2,1,1,2,2,1,1,1,1,2,3.0,1.0,2.0,6.0,1,1,,1.0,1.0,1,1,3.0,1.0,4.0,1,2.0,1.0,1.0,1.0,1.0,1,1.0,5.0,1.48,0.28460932339989586
1823,5256,0.8634771899223751,scan,dab,dab_scan,Touch,Sight,Touch,Sight,Perception,dab,scan,1,1,1,5,2,4,2.0,1,3,1,1,1.0,3,1,1,1,1,2,3,1,1,1,2,1,2.0,1.0,1.0,5.0,1,1,,1.0,1.0,1,1,2.0,1.0,1.0,1,2.0,1.0,6.0,1.0,1.0,3,1.0,6.0,1.703703704,0.4096243008238476
1824,5257,1.0351385317130612,scan,feel,feel_scan,Touch,Sight,Touch,Sight,Perception,feel,scan,1,1,4,5,4,1,3.0,1,2,1,1,1.0,5,1,2,2,1,5,2,2,1,1,2,1,1.0,5.0,7.0,6.0,3,6,,1.0,2.0,1,1,3.0,3.0,5.0,1,4.0,1.0,7.0,,1.0,3,1.0,7.0,2.107142857,0.5542822803599639
1825,5258,0.93981904028197,scan,grip,grip_scan,Touch,Sight,Touch,Sight,Perception,grip,scan,1,3,3,5,5,1,3.0,1,2,1,1,1.0,5,1,1,1,1,2,1,1,1,1,1,1,1.0,1.0,2.0,4.0,2,1,,1.0,1.0,1,1,4.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.5384615380000002,0.4152818037456887
1826,5259,0.8992518858436016,scan,nudge,nudge_scan,Touch,Sight,Touch,Sight,Perception,nudge,scan,1,2,1,1,3,1,2.0,1,1,1,1,1.0,3,1,1,1,2,3,1,1,1,1,2,1,1.0,1.0,1.0,5.0,3,1,,1.0,1.0,1,1,1.0,1.0,1.0,1,4.0,1.0,7.0,1.0,4.0,1,1.0,3.0,1.68,0.380911495338377
1827,5260,0.9041336924237436,scan,pat,pat_scan,Touch,Sight,Touch,Sight,Perception,pat,scan,1,1,1,1,6,3,1.0,1,1,1,1,1.0,3,1,2,1,1,3,2,1,1,1,1,1,2.0,2.0,2.0,5.0,2,1,,1.0,1.0,1,1,1.0,2.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,5.0,2.076923077,0.47145901739610474
1828,5261,0.9921575109207252,scan,pet,pet_scan,Touch,Sight,Touch,Sight,Perception,pet,scan,1,1,2,1,4,1,5.0,1,1,1,1,1.0,4,1,1,1,1,2,1,1,1,1,2,1,2.0,1.0,2.0,5.0,1,1,,1.0,1.0,2,1,2.0,1.0,1.0,1,4.0,1.0,1.0,1.0,1.0,1,1.0,6.0,1.363636364,0.5577763124441457
1829,5262,0.9272771467237418,scan,pinch,pinch_scan,Touch,Sight,Touch,Sight,Perception,pinch,scan,1,1,3,2,3,1,1.0,1,1,1,1,1.0,3,1,1,1,1,1,2,1,1,1,1,1,,1.0,2.0,4.0,1,1,,1.0,1.0,1,1,2.0,1.0,1.0,1,2.0,1.0,7.0,1.0,1.0,1,1.0,4.0,1.769230769,0.6167783688446637
1830,5263,0.8910166693401808,scan,prod,prod_scan,Touch,Sight,Touch,Sight,Perception,prod,scan,1,3,2,5,3,1,2.0,1,2,1,6,1.0,5,2,3,1,1,4,2,2,1,2,2,2,2.0,1.0,2.0,5.0,3,1,,1.0,1.0,1,1,5.0,2.0,2.0,1,3.0,4.0,1.0,2.0,1.0,1,1.0,3.0,2.5,0.37394494211160645
1831,5264,0.9165620344478584,scan,rub,rub_scan,Touch,Sight,Touch,Sight,Perception,rub,scan,1,2,2,4,6,1,3.0,1,1,1,1,1.0,4,1,1,1,1,4,3,2,1,1,2,1,1.0,2.0,2.0,6.0,1,1,,1.0,1.0,1,1,2.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1.0,1,1.0,6.0,1.807692308,0.5210863854925998
1832,5265,0.8292215788171633,scan,scrape,scan_scrape,Sight,Touch,Sight,Touch,Perception,scan,scrape,1,2,2,2,5,1,4.0,1,1,1,1,1.0,3,1,1,1,1,1,3,1,1,1,2,1,2.0,1.0,1.0,4.0,1,1,,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,3.0,1.5185185190000001,0.4167424037524483
1833,5266,0.8672497004150034,scan,stroke,scan_stroke,Sight,Touch,Sight,Touch,Perception,scan,stroke,1,1,3,1,4,1,4.0,2,1,1,1,1.0,4,1,1,1,1,1,2,1,1,1,1,2,2.0,1.0,3.0,6.0,1,1,,1.0,1.0,1,1,3.0,1.0,1.0,1,3.0,1.0,1.0,1.0,4.0,3,1.0,5.0,1.730769231,0.3918055556939507
1834,5267,0.8085850781829992,scan,tap,scan_tap,Sight,Touch,Sight,Touch,Perception,scan,tap,1,1,2,1,5,1,5.0,1,3,1,1,1.0,4,1,1,1,1,1,2,1,1,2,2,2,2.0,1.0,2.0,5.0,1,1,,1.0,1.0,1,1,2.0,2.0,1.0,1,2.0,1.0,7.0,1.0,1.0,2,1.0,4.0,1.724137931,0.34349306221913334
1835,5268,0.8920457250361759,scan,tickle,scan_tickle,Sight,Touch,Sight,Touch,Perception,scan,tickle,1,1,1,1,5,1,1.0,1,1,1,1,1.0,3,1,1,1,1,1,2,1,1,1,2,1,1.0,1.0,1.0,2.0,1,1,,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,7.0,1.0,1.0,1,1.0,1.0,1.5,0.395592319154484
1836,5269,0.9149078540138492,scan,touch,scan_touch,Sight,Touch,Sight,Touch,Perception,scan,touch,1,1,2,4,4,2,3.0,1,3,1,1,1.0,4,1,7,5,1,5,2,1,1,1,2,1,3.0,3.0,6.0,6.0,1,6,,2.0,2.0,5,1,3.0,2.0,1.0,1,4.0,3.0,6.0,2.0,4.0,5,1.0,6.0,2.142857143,0.41576510923742593
1837,5270,0.8524513135202101,see,spot,see_spot,Sight,Sight,Sight,Sight,Perception,see,spot,5,5,6,3,6,3,4.0,7,6,6,7,7.0,6,5,1,5,5,7,6,3,7,4,5,4,3.0,4.0,6.0,6.0,4,1,,6.0,3.0,1,2,4.0,5.0,7.0,5,5.0,7.0,7.0,7.0,7.0,4,1.0,5.0,6.0,0.3546715296506272
1838,5271,0.8756153692797527,see,stare,see_stare,Sight,Sight,Sight,Sight,Perception,see,stare,5,6,4,4,6,5,2.0,7,5,6,6,4.0,6,5,6,5,5,5,5,3,6,3,6,3,4.0,3.0,6.0,6.0,3,1,,4.0,4.0,6,5,4.0,1.0,6.0,3,5.0,5.0,4.0,7.0,7.0,4,4.0,4.0,5.740740741000001,0.49338125035465275
1839,5272,0.7196324280462336,see,view,see_view,Sight,Sight,Sight,Sight,Perception,see,view,6,6,7,6,7,6,5.0,7,6,7,6,4.0,6,6,7,5,6,7,7,6,7,4,5,4,7.0,7.0,7.0,7.0,4,6,,4.0,5.0,7,4,5.0,5.0,7.0,7,5.0,3.0,7.0,7.0,7.0,5,1.0,6.0,5.962962963,0.23542548845551992
1840,5273,0.7816414856022006,see,watch,see_watch,Sight,Sight,Sight,Sight,Perception,see,watch,6,5,7,5,5,7,4.0,7,5,6,6,7.0,6,6,7,7,5,7,5,6,6,4,6,3,7.0,1.0,7.0,6.0,4,7,,5.0,6.0,1,7,7.0,7.0,7.0,7,5.0,7.0,7.0,7.0,7.0,5,5.0,6.0,5.769230769,0.23148806894457608
1841,5274,0.9614701940873096,see,caress,caress_see,Touch,Sight,Touch,Sight,Perception,caress,see,1,4,2,5,3,1,4.0,1,1,1,1,1.0,4,2,1,1,1,1,2,2,2,1,1,1,2.0,1.0,1.0,6.0,1,1,,1.0,1.0,1,1,3.0,1.0,1.0,1,3.0,1.0,4.0,1.0,1.0,2,1.0,4.0,1.793103448,0.3078292312615488
1842,5275,0.9622769046667148,see,dab,dab_see,Touch,Sight,Touch,Sight,Perception,dab,see,1,1,1,1,2,3,2.0,1,1,1,1,1.0,4,1,1,1,1,1,3,2,1,1,4,1,1.0,1.0,1.0,5.0,1,1,,1.0,1.0,1,1,2.0,1.0,1.0,1,1.0,1.0,4.0,1.0,1.0,1,1.0,5.0,1.4230769230000002,0.4881020106322259
1843,5276,0.734082981363021,see,feel,feel_see,Touch,Sight,Touch,Sight,Perception,feel,see,1,2,4,6,3,3,3.0,1,2,1,1,1.0,4,2,5,1,5,3,4,2,6,1,2,1,1.0,7.0,5.0,6.0,3,6,,3.0,2.0,5,1,3.0,7.0,5.0,3,4.0,2.0,7.0,4.0,1.0,4,1.0,7.0,2.0,0.3855537281109269
1844,5277,0.9144271866774888,see,grip,grip_see,Touch,Sight,Touch,Sight,Perception,grip,see,4,1,2,5,2,3,2.0,2,1,1,4,1.0,4,1,1,1,1,2,3,2,1,1,1,1,1.0,1.0,1.0,4.0,4,1,,1.0,1.0,1,1,3.0,1.0,1.0,1,1.0,1.0,1.0,3.0,1.0,2,1.0,6.0,1.925925926,0.46256504348689154
1845,5278,0.9629259426440336,see,nudge,nudge_see,Touch,Sight,Touch,Sight,Perception,nudge,see,1,1,1,1,3,1,1.0,1,1,1,1,1.0,3,1,2,1,1,2,2,2,1,1,1,1,1.0,2.0,2.0,4.0,3,1,,2.0,1.0,1,1,1.0,1.0,1.0,1,2.0,1.0,4.0,1.0,1.0,1,1.0,5.0,2.0,0.3926915685296666
1846,5279,0.9616879796647428,see,pat,pat_see,Touch,Sight,Touch,Sight,Perception,pat,see,1,1,1,1,4,2,2.0,1,1,1,1,1.0,3,1,1,1,1,2,2,2,1,1,2,1,1.0,2.0,1.0,5.0,1,1,,1.0,1.0,1,1,1.0,3.0,1.0,1,2.0,1.0,7.0,3.0,1.0,1,1.0,5.0,1.5,0.5248307441807684
1847,5280,0.9787090001963062,see,pet,pet_see,Touch,Sight,Touch,Sight,Perception,pet,see,1,1,2,4,5,1,7.0,1,1,1,1,1.0,4,1,1,1,1,1,2,1,1,1,2,1,2.0,1.0,2.0,6.0,1,1,,1.0,1.0,1,1,2.0,1.0,1.0,1,2.0,1.0,5.0,1.0,1.0,1,1.0,3.0,1.4230769230000002,0.6297008669013697
1848,5281,1.0023822671893357,see,pinch,pinch_see,Touch,Sight,Touch,Sight,Perception,pinch,see,1,1,1,2,5,1,2.0,1,1,1,1,1.0,4,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,4.0,1,1,,1.0,1.0,1,1,2.0,1.0,1.0,1,2.0,1.0,1.0,1.0,1.0,1,1.0,4.0,1.3448275859999999,0.7063330878611443
1849,5282,0.9293890639399816,see,prod,prod_see,Touch,Sight,Touch,Sight,Perception,prod,see,1,1,1,5,2,1,2.0,1,3,1,1,1.0,2,2,1,1,1,2,3,2,1,2,1,1,1.0,1.0,2.0,4.0,3,1,,1.0,1.0,1,1,3.0,1.0,1.0,1,3.0,1.0,4.0,3.0,1.0,1,1.0,5.0,1.703703704,0.39121012742061323
1850,5283,0.943807137118313,see,rub,rub_see,Touch,Sight,Touch,Sight,Perception,rub,see,1,1,4,2,4,1,5.0,2,1,1,1,1.0,3,1,1,1,1,1,2,1,1,1,2,1,1.0,1.0,2.0,5.0,1,1,,1.0,1.0,1,1,2.0,1.0,1.0,1,2.0,1.0,4.0,2.0,1.0,1,1.0,6.0,1.4,0.5425322280814973
1851,5284,0.9144219876690796,see,scrape,scrape_see,Touch,Sight,Touch,Sight,Perception,scrape,see,1,1,2,5,5,1,2.0,1,1,1,1,1.0,3,1,1,1,1,1,1,2,1,1,2,1,1.0,1.0,1.0,5.0,1,1,,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.75862069,0.5490421844587108
1852,5285,0.9594908122420572,see,stroke,see_stroke,Sight,Touch,Sight,Touch,Perception,see,stroke,1,1,1,3,4,1,3.0,1,1,1,1,1.0,3,1,1,1,3,3,1,2,1,1,2,1,1.0,2.0,1.0,5.0,1,1,,1.0,1.0,1,1,1.0,2.0,2.0,1,1.0,1.0,4.0,1.0,1.0,1,1.0,6.0,1.846153846,0.4938222162034307
1853,5286,0.8915247500808134,see,tap,see_tap,Sight,Touch,Sight,Touch,Perception,see,tap,1,1,1,1,3,1,6.0,2,1,1,1,1.0,4,1,1,1,2,2,2,2,1,1,1,1,1.0,1.0,2.0,5.0,1,5,,2.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,7.0,,1.0,1,1.0,5.0,1.814814815,0.4306859963487857
1854,5287,0.9251286796651528,see,tickle,see_tickle,Sight,Touch,Sight,Touch,Perception,see,tickle,1,1,1,5,4,1,1.0,1,1,1,1,1.0,3,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,3.0,1,1,,1.0,1.0,1,1,1.0,1.0,1.0,1,2.0,1.0,1.0,1.0,2.0,1,1.0,1.0,1.620689655,0.4393879603733287
1855,5288,0.9781975305995232,see,touch,see_touch,Sight,Touch,Sight,Touch,Perception,see,touch,4,2,3,5,6,3,4.0,2,1,1,7,1.0,5,1,7,1,3,2,4,2,4,1,2,1,3.0,3.0,2.0,6.0,1,5,,3.0,3.0,5,2,3.0,7.0,4.0,1,4.0,1.0,7.0,1.0,1.0,5,1.0,7.0,1.925925926,0.4285542630216653
1856,5289,0.9161213882927046,spot,stare,spot_stare,Sight,Sight,Sight,Sight,Perception,spot,stare,2,5,4,5,6,1,2.0,3,2,4,7,1.0,5,2,3,6,4,6,3,2,3,3,3,3,2.0,1.0,6.0,5.0,4,1,,2.0,3.0,1,3,5.0,1.0,6.0,1,2.0,6.0,1.0,6.0,4.0,3,2.0,3.0,3.076923077,0.4703418667505447
1857,5290,0.9083233254261759,spot,view,spot_view,Sight,Sight,Sight,Sight,Perception,spot,view,4,7,7,6,7,5,3.0,5,6,3,1,2.0,6,4,1,4,4,6,3,3,6,1,5,2,2.0,3.0,6.0,6.0,4,3,,2.0,3.0,6,4,3.0,3.0,6.0,6,4.0,5.0,4.0,6.0,4.0,4,2.0,5.0,4.76,0.35215200366189003
1858,5291,0.9160679468065944,spot,watch,spot_watch,Sight,Sight,Sight,Sight,Perception,spot,watch,3,6,4,4,6,3,4.0,2,1,5,1,4.0,5,4,6,3,3,6,5,3,3,3,6,3,1.0,3.0,6.0,6.0,4,4,,3.0,3.0,1,1,4.0,4.0,6.0,3,2.0,7.0,1.0,6.0,7.0,3,2.0,4.0,4.75,0.40333619264992704
1859,5292,1.0016352487161362,spot,caress,caress_spot,Touch,Sight,Touch,Sight,Perception,caress,spot,1,2,1,2,1,1,2.0,1,1,1,1,1.0,4,2,1,1,1,1,1,1,1,1,2,1,2.0,1.0,1.0,5.0,1,1,,1.0,1.0,1,1,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,1.5384615380000002,0.3281057643482356
